JournalID	Journal_Name	ISSN	Publisher	Webpage
2764432242	American Scientific Research Journal for Engineering, Technology, and Sciences			
2764434837	Faulkner and Gray's medicine and health	1047-8892		
2764437215	Journal of Shenyang Jianzhu University			
2764449835	Liberty & justice	0447-7480		
2764453659	Pakistan Journal of Neurological Sciences	1990-6269		
2764461140	The Catholic Counselor and Readings	2164-5094		
2764471990	American Concrete Institute, Journal of	0889-325X		
2764482698	Journal of Nanyang Institute of Technology			
2764486203	Behavior and Social Issues	1064-9506		
2764490563	National Foundation for Educational Research			
2764493050	Computers and Applied Chemistry	1001-4160		
2764514962	Central China Electric Power			
2764526152	Pediatrics & Therapeutics	2161-0665		
2764536591	The Studies	0287-9123		
2764545316	International Review of Civil Engineering	2036-9913		
2764546666	Advances in school mental health promotion	1754-730X		
2764549154	The Journal of Sport Psychology			
2764570892	Journal of Bartin Faculty of Forestry	1302-0943		
2764578269	Indian Journal of Crop Science	0973-4880		
2764579513	Japanese religions	0448-8954		
2764589807	China Elastomerics			
2764592171	Journal of the Society of Applied Mechanics of Japan	1883-549X		
2764626392	CentrePiece-The Magazine for Economic Performance			
2764634091	Building Connection			
2764636225	Journal of Wuhan Automotive Polytechnic University			
2764639657	Tehran University of Medical Sciences			
2764659916	The Kitasato medical journal	1349-8568		
2764680392	Archives. Middlesex Hospital			
2764704340	CRAWDAD wireless network data archive			
2764706891	Nutrition reports international	0029-6635		
2764716321	Journal of parenteral science and technology : a publication of the Parenteral Drug Association	0279-7976		
2764716870	Journal of the Society of Brewing, Japan			
2764717178	Immunology series	0092-6019		
2764720195	Journal of Jilin Grain College			
2764720620	Archives of virology. Supplementum	0939-1983		
2764724097	Opvscvla archaeologica	0473-0992		
2764729094	International Journal for Court Administration	2156-7964		
2764741908	ILSA Journal of International and Comparative Law	1082-944X		
2764746205	The American University law review	0003-1453		
2764758790	Transactions of materials processing : Journal of the Korean society for technology of plastics			
2764759447	Economic Management			
2764759906	Indian journal of biochemistry	0019-5081		
2764812285	The Border Economy and Culture			
2764815543	Chengdu Medical Journal			
2764835697	Asian development review	0116-1105		
2764841349	The Anthropology of East Europe Review			
2764846579	Journal of the African Law Association-Germany			
2764847609	International Journal of Advances in Engineering Sciences	2231-0347		
2764851407	Clinical practice in pediatric psychology	2169-4826		
2764867194	Energy for the future			
2764873842	Philosophy and History			
2764880814	Japan chemical fibres monthly	0368-475X		
2764882570	Indian food industry	0972-2610		
2764899695	Nursing history review : official journal of the American Association for the History of Nursing			
2764905150	Natural Gas Technology and Economy			
2764910973	JOURNAL OF XI'AN HIGHWAY UNVERSITY	1007-4112		
2764923911	Journal of Hebei University of Engineering			
2764933376	California nurse	0008-1310		
2764938311	Journal of Bioterrorism and Biodefense	2157-2526		
2764939022	The Japanese Society of Intensive Care Medicine			
2764947516	Bureau of Standards Journal of Research			
2764954723	Bonfring International Journal of Industrial Engineering and Management Science	2250-1096		
2764964185	The Australian Pharmacist	0728-4632		
2764964928	Jiangsu Pharmaceutical and Clinical Research			
2764969789	Research in the Teaching of Developmental Education			
2764971002	Chinese Medicine Modern Distance Education of China			
2764984147	China perspectives			
2764985295	Entrepreneur & Innovation Exchange			
2764988749	CNU Journal of Educational Studies	1738-9429		
2764997895	NTN technical review	0915-0528		
2765005301	Magazine of Al-Kufa University for Biology	2073-8854		
2765012474	University of Miami International and Comparative Law Review			
2765021934	High Energy Physics and Nuclear Physics			
2765037642	Jewellery Science and Technology			
2765045075	Clinical sarcoma research	2045-3329		
2765054229	The American school board journal	0003-0953		
2765057306	The Journal of Japan Pancreas Society			
2765061680	Journal of Sichuan Engineering Technical College			
2765073660	Social and Basic Sciences Research Review	2313-6758		
2898136286	Magister	0212-6796		https://www.sciencedirect.com/journal/magister
2898243299	Bioresource Technology Reports	2589-014X		https://www.journals.elsevier.com/bioresource-technology-reports
2898566061	Physician Assistant Clinics	2405-7991		http://www.physicianassistant.theclinics.com
2911234051	Irish Journal of Management	1649-248X		
2913881216	Journal of Korean Academy of Fundamentals of Nursing	1225-9012	Korean Academy of Fundamentals of Nursing	
2915010491	Journal of Agriculture Biotechnology	2230-7885 	Lawarence press	http://lawarencepress.com/ojs/index.php/JAB/index
284573	Neurobiology of Aging	0197-4580		
3010240	Canadian Field-Naturalist	0008-3550		http://www.ofnc.ca/cfn/
4121844	Journal of Applied Phycology	0921-8971		
5555990	The Journal of Neuroscience	0270-6474		http://www.jneurosci.org/
6123250	Norma	1890-2138		http://www.tandfonline.com/action/journalInformation?journalCode=rnor20
20156614	Periodica Polytechnica Architecture	1789-3437		
20368976	Early Theatre	1206-9078		http://digitalcommons.mcmaster.ca/earlytheatre/
21261228	Zeitschrift für Naturforschung			http://www.znaturforsch.com/
22541088	Revista Do Departamento De Psicologia. Uff			
23649059	Bulletin of the Astronomical Society of India	0304-9523		http://www.astron-soc.in/bulletin/
24649978	School Organisation	0260-1362		
31423397	Revue De Pneumologie Clinique	0761-8417		
31534900	Journal of Vibration and Acoustics			
33884060	Asean Journal on Science and Technology for Development			
43311275	Journal of The Korean Medical Association	1975-8456		
43368104	Mycotoxins	0285-1466		
44448039	Amerasia Journal	0044-7471		
45405298	Acta Ornithologica	0001-6454		
47982532	International Journal of Business Intelligence and Data Mining	1743-8187		
48908450	Genes to Cells	1356-9597		http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291365-2443
60988351	Acta Clinica Croatica	0353-9466		
61413993	Journal of Business and Psychology	0889-3268		http://www.springer.com/journal/10869/about
62051601	Pharmacology & Toxicology	0901-9928		
68060113	Science Fiction Film and Television	1754-3770		
70129123	Training & Development			
70817854	Textile Research Journal	0040-5175		http://www.sagepub.com/journals/Journal201755/title
74324422	Frontiers of Biology in China	1673-3509		
77209489	Prairie Schooner	0032-6682		
78239922	Canadian Journal of Criminology and Criminal Justice			
78510484	Central European Journal of Urology 1\/2010			
80060326	Studies in Documentary Film	1750-3280		
80999428	The Open Electrochemistry Journal			
85016161	Journal of Stored Products Research	0022-474X		
90051289	Journal of Micropalaeontology	0262-821X		
94466862	Neuroquantology	1303-5150		
96421224	Complexus	1424-8492		
98146423	Ohio History	0030-0934		http://upress.kent.edu/journals/ohiohistory.htm
102543962	Wood Science and Technology	0043-7719		
103640237	International Journal of Distance Education Technologies	1539-3100		
104741914	Australian & New Zealand Journal of Obstetrics & Gynaecology	0004-8666		
107799410	BMC Nursing	1472-6955		http://www.biomedcentral.com/bmcnurs/
113847753	The Open Prostate Cancer Journal	1876-8229		
114338317	Set-valued and Variational Analysis	1877-0533		
114907827	New Electronics	0047-9624		
115304631	IEEE Transactions on Image Processing			
116757887	Journal of Social Work Practice in The Addictions	1533-256X		
121340927	Journal of Comparative and Physiological Psychology	0021-9940		
124796293	Journal of Adhesive Dentistry	1461-5185		
126319040	Communication Teacher	1740-4622		
126675503	International Journal of Contemporary Iraqi Studies	1751-2867		
128210042	Journal of Arid Environments	0140-1963		http://www.journals.elsevier.com/journal-of-arid-environments
133770707	Empirica	0340-8744		
138583054	Bauingenieur	0005-6650		
139166221	Notarius International			
141152059	Annals of Biomedical Engineering	0090-6964		
141994130	Epoché: A Journal for the History of Philosophy	1085-1968		http://www.pdcnet.org/epoche
142134796	International Zoo Yearbook	0074-9664		
143207802	Journal of Asian Public Policy	1751-6242		
143919790	Heavy Vehicle Systems-international Journal of Vehicle Design	1351-7848		
144187503	BMC Medical Education	1472-6920		
149853692	Diacritics	0300-7162		http://romancestudies.cornell.edu/diacritics/
150708946	Religion, State and Society			
151439164	Annales De Biologie Clinique	0003-3898		
156787018	Zoologica Poloniae	0044-510X		
157718187	Seed Science and Technology	0251-0952		
158413896	Personality Disorders: Theory, Research, and Treatment	1949-2723		
158955663	Yale Law & Policy Review	0740-8048		http://www.yalelawandpolicy.org/
159398981	Library Review	0024-2535		http://info.emeraldinsight.com/products/journals/journals.htm?id=lr
166990724	IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences	0916-8508		
169493037	Annual Review of Fluid Mechanics	0066-4189		
172442402	Revista Musical Chilena	0716-2790		
180308630	Biochemistry (moscow) Supplement Series A: Membrane and Cell Biology			
182134815	Contributions To Conflict Management, Peace Economics and Development	1572-8323		
183182149	Bone Marrow Transplantation	0268-3369		
184854148	Tribology	1878-3155		
185281049	Journal De Physique Ii	1155-4312		
189888094	Social Policy Journal of New Zealand	1172-4382		
191188855	BJUI	1464-4096		http://www.bjui.org/
195776158	Politics	0263-3957		
200575692	International Review of Sociology	0390-6701		
201709135	The Open Ethics Journal			
203444524	Cellular Oncology			
204145469	Augustinianum	0004-8011		http://www.patristicum.org/index.php?option=com_content&view=article&id=75&Itemid=87/
206364941	Strength of Materials	0039-2316		
951457355	Indian Journal of Politics and International Relations			
975985817	Korean Journal of Sociology	1225-0120		http://www.kjs.re.kr/
994116240	The Colorado Lawyer	0363-7867		http://www.cobar.org/tcl/
2480266640	IEEE Internet of Things Journal	2327-4662		
2736423516	Prague Journal of English Studies	1804-8722		
2736527329	Journal of Experimental Neuroscience	1179-0695		
2736803843	Securitologia	1898-4509		
2736825566	Revista Argentina de Estudios de Juventud	1852-4907		
2736844106	Selforganizology	2410-0080		
2736993989	Acta Pharmaceutica Sinica B	2211-3835		
2736998677	Culturas	1515-3738		
2737155885	International Studies: Interdisciplinary Political and Cultural Journal	1641-4233		
2737200436	Folia Forestalia Polonica: Series A - Forestry			
2737518579	Revista Brasileira de Criminalística	2237-3691		
2737669266	Travmatologiâ i Ortopediâ Rossii	2311-2905		
2737739489	Journal of Airline and Airport Management	2014-4865		
2738216412	International Electronic Journal of Elementary Education	1307-9298		
2738420469	Anali Hrvatskog Politološkog Društva	1845-6707		
2738518343	IUCrData	2414-3146		
2738615515	Behemoth : a Journal on Civilisation	1866-2447		
2738615756	Historia Regional	0329-8213		
2738684103	Alchemy: Jurnal Penelitian Kimia	1412-4092		
2739009134	Logos: Revista de Lingüística, Literatura y Filosofía	0716-7520		
2739047354	Res Diachronicae Virtual	1887-3553		
2739085263	Telematika	1979-925X		
2739323383	Revista Brasileira de História & Ciências Sociais	2175-3423		
2739421954	Journal of Library and Information Studies	1606-7509		
2752726658	Vestnik khirurgii imeni I. I. Grekova	0042-4625		
2754483947	Zentralblatt für allgemeine Pathologie u. pathologische Anatomie	0044-4030		
2754849392	Blood cells	0029-4810		
2755917911	Professional nurse (London, England)	0266-8130		
2756350368	Acta Biologiae Experimentalis Sinica			
2764347647	Journal of Zhejiang University of Technology			
2764348800	Middle East Journal of Digestive Diseases	2008-5230		
2764352175	Journal of Xinjiang Petroleum Institute			
2764355106	Functional differential equations			
2764361425	Journal of the Japan Statistical Society. Japanese issue	0389-5602		
2764380091	The pig magazine			
2764385516	NATO ASI series. Series E, Applied sciences	0168-132X		
2764389576	International Journal of Advanced Science and Research			
2764392591	European human rights cases	1389-6652		
2764394878	Japanese journal of optics	0389-6625		
2764398626	Journal of Yunnan University	1671-7511		
2764408529	Journal of population studies	1018-3841		
2764425282	Journal of Nanchang College of Water Conservancy and Hydroelectric Power			
2764426065	Melbourne Journal of Politics	0085-3224		
2764430907	Nevropatologiia i psikhiatriia			
2764431378	Logic group preprint series	0929-0710		
2764437742	Journal of materials chemistry. A, Materials for energy and sustainability	2050-7496		
2764451954	The Journal of Turkish Phytopathology	0378-8024		
2764466852	Harper Hospital bulletin			
2764486460	Computer-Assisted Foreign Language Education in China			
2764489471	Agricultural Education			
2764497876	Journal of the Daedong Philosophical Association	1229-0750		
2764499815	Journal of Clinical Orthopedics			
2764504489	Journal of Jiangsu Jianzhu Institute			
2764504729	Geology and Mineral Resources of South China			
2764522951	Annals of tha Japanese Association for Russian and East European Studies			
2764528072	Journal of management science			
2764534837	Chinese Journal of Reproductive Health			
2764549728	Journal of Sustainable Cement-Based Materials	2165-0373		
2764564489	Journal of Ecology and Rural Environment	1673-4831		
2764576475	Asian Journal of Nursing Education and Research	2231-1149		
2764576928	International journal of applied engineering research	0973-4562		
2764579559	Open Journal of Medical Microbiology	2165-3372		
2764585484	International Journal of Geosynthetics and Ground Engineering	2199-9260		
2764598565	Irrigation and Power Journal	0974-4207		
2764610058	Beni-Suef University Journal of Basic and Applied Sciences	2314-8535		
2764615210	Egyptian Journal of Oral & Maxillofacial Surgery	2090-097X		
2764621219	M-sized Nitrogenous Fertilizer Progress			
2764647999	Journal of China Pharmaceutical University	1000-5048		
2764648652	Protides of the biological fluids	0079-7065		
2764663818	Scottish forestry	0036-9217		
2764666969	The History of Korean Education	1225-1461		
2764695885	Russian Journal of Entrepreneurship			
2764697347	Plant Disease Research	0970-4914		
2764704496	The Journal of the College of Science, Imperial University of Tokyo, Japan			
2764722330	Journal of Kinesiology and Nutrition Student Research			
2764728945	Medical record and annals	0096-6436		
2764742107	Circuit Technology	0914-8299		
2764744383	Community College Journalist			
2764754465	Journal of the korean geosynthetic society			
2764795809	Nippon Kokan technical report overseas	0546-1731		
2764802505	Open Journal of Acoustics	2162-5786		
2764805275	Battery Industry			
2764815017	Chinese Journal of Entomology	0258-462X		
2764819133	Journal of pediatric neurology	1304-2580		
2764822319	Arab journal of urology	2090-598X		
2764825082	Journal of Fisheries Resources Utilization Management and Technology			
2764845901	Pattern Recognition and Artificial Intelligence			
2764856133	Heilongjiang Electric Power			
2764858547	Zhejiang Sports Science			
2764892081	Journal of ecology and the natural environment			
2764928357	Journal of Chinese Inertial Technology			
2764955815	Modular Machine Tool & Automatic Manufacturing Technique			
2764968906	The Psychohistory review	0363-891X		
2764974856	The Parking Professional	0896-2324		
2764978224	Bulletin of the Society of Naval Architects of Korea	1225-1178		
2764979601	International journal of mini & microcomputers	0702-0481		
2764981397	Energy Research and Utilization			
2764983073	Instrument Technique and Sensor			
2764988245	Journal of the Abraham Lincoln Association	0898-4212		
2765011692	Nursing today	0912-2974		
2765020718	the journal of Yugoslav Association of Phthisiology and Pneumology			
2765045535	Heartrhythm Case Reports	2214-0271		
2765058914	Geography and Environmental Planning	2008-5362		
2939117604	Journal of Combinatorial Theory, Series B	0095-8956		https://www.sciencedirect.com/journal/journal-of-combinatorial-theory-series-b
782382	Journal of Business Communication	0021-9436		http://www.uk.sagepub.com/journals/Journal201671?siteId=sage-uk&prodTypes=any&q=Journal+of+Business+Communication&fs=1
1342386	Electrochemistry Communications	1388-2481		
2403585	Tribology - Materials, Surfaces & Interfaces			
3081132	Arctic Anthropology	0066-6939		http://aa.uwpress.org/
10997704	Theoretical Economics	1555-7561		http://econtheory.org/
11998145	Geological Quarterly	1641-7291		
15087342	Journal of Cancer Therapy	2151-1934		
16663008	Museum Management and Curatorship	0964-7775		
17729819	Agricultural and Forest Meteorology	0168-1923		http://www.elsevier.com/wps/find/journaldescription.cws_home/503295/description
23594216	Molecular Human Reproduction			
26402878	Polish Journal of Microbiology	1733-1331		
30077822	Social Sciences in China	0252-9203		
35563517	Current Opinion in Chemical Biology	1367-5931		
42023019	Advances in Life Course Research	1040-2608		
47602209	Polymer Science Series B	1555-6123		
55460182	The Elementary School Teacher			
56987637	Environmental Microbiology Reports	1758-2229		
57372075	Current Opinion in Cardiology	0268-4705		
59042063	Asian-pacific Economic Literature	0818-9935		
59831387	Asien Afrika Latinamerika	0323-3790		
63781308	Best Practice & Research Clinical Endocrinology & Metabolism	1521-690X		
65085290	Dynamics of Partial Differential Equations	1548-159X		
67667785	Advances in Neonatal Care	1536-0903		http://journals.lww.com/advancesinneonatalcare/pages/default.aspx
68686220	Proceedings of the IEEE	0018-9219		http://proceedingsoftheieee.ieee.org/
69770752	Revista Espanola De Cardiologia	0300-8932		
75845752	Auditing-a Journal of Practice & Theory	0278-0380		
83180243	Pakistan Journal of Medical Sciences	1681-715X		
83972099	Italian Journal of Vascular and Endovascular Surgery	1824-4777		
86308941	Comparative Parasitology	1525-2647		
86906467	Orthopedic Clinics of North America	0030-5898		
87050175	Studies in Gender and Sexuality	1524-0657		
88795315	Cognitive Brain Research	0926-6410		
88856947	Seminars in Hearing	0734-0451		
90680744	Integrative Zoology	1749-4869		
91535935	New Review of Libraries and Lifelong Learning	1468-9944		
92470662	Journal of Environmental Planning and Management	0964-0568		
92565720	Oxford Bulletin of Economics and Statistics	0305-9049		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0084
102275153	Journal of New Music Research	0929-8215		http://www.tandfonline.com/nnmr
107428359	International Journal of Qualitative Studies in Education	0951-8398		
108264734	Psychology in Russia	2074-6857		http://www.psychologyinrussia.com/
110623709	Fourrages	0429-2766		
112051168	Fuel Processing Technology	0378-3820		
112412400	Osaka Journal of Mathematics	0030-6126		
114185612	Russian Chemical Bulletin	1066-5285		
114801022	Journal of Regulatory Economics	0922-680X		
117354312	Journal of Biomedical Optics	1083-3668		http://biomedicaloptics.spiedigitallibrary.org/journal.aspx
118409593	Journal of Drug Education	0047-2379		
119421911	Revue Francophone Des Laboratoires			
120355717	Journal of Cardiothoracic Renal Research			
121640476	Journal of Chinese Religions	0737-769X		http://www.maneyonline.com/loi/jcr
124355644	Harvard International Law Journal	0017-8063		http://www.harvardilj.org/
127536956	Journal of International Accounting Research	1542-6297		
129854537	Harvard Papers in Botany	1043-4534		http://huh.harvard.edu/pages/publications
130214813	Cancer Cell International	1475-2867		
131784793	Arquivos De Gastroenterologia	0004-2803		
133410275	Acta Endocrinologica-bucharest			
135026094	International Studies in Philosophy	0270-5664		http://www.pdcnet.org/intstudphil/International-Studies-in-Philosophy
135632239	Applied Medical Informaticvs			
136279911	Cambrian Medieval Celtic Studies	1353-0089		
136953473	Aeronautical Journal			
137961447	Insect Molecular Biology	0962-1075		
141552693	Journal of Islamic Marketing	1759-0841		
148355361	Anaesthesia & Intensive Care Medicine	1472-0299		
152132935	Applied Superconductivity	0964-1807		
153126227	University of Pittsburgh Law Review	0041-9915		http://lawreview.law.pitt.edu/
155884144	Beiträge zur Geschichte der deutschen Sprache und Literatur	0323-424X		http://www.digizeitschriften.de/dms/met/?PPN=PPN345203690
156690937	International Journal of Learning and Media	1943-6068		http://ijlm.net/
158374780	Journal of Romance Studies	1473-3536		
160392558	Worlds Poultry Science Journal	0043-9339		
161901644	Journal of Intercultural Studies	0725-6868		
163220592	BMC Complementary and Alternative Medicine	1472-6882		
164333781	The Journal of World Energy Law & Business	1754-9957		
164900069	Sws-rundschau	1013-1469		
165709033	Current Anthropology	0011-3204		http://www.journals.uchicago.edu/ca
167074060	Tijdschrift voor economische en sociale geografie	0040-747X		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9663
168707975	Journal of Renewable and Sustainable Energy	1941-7012		http://jrse.aip.org/
174433412	Solar Cells	0379-6787		
175875397	International Journal of Mobile and Blended Learning	1941-8647		http://www.igi-global.com/ijmbl
176166730	Comptes Rendus Chimie	1631-0748		
177547185	Eukaryotic Cell	1535-9786		
183124736	Australian Dental Journal	0045-0421		
186196660	Eshre Monographs			
189811788	Journal of Astm International	1546-962X		
196971919	Journal of Family Planning and Reproductive Health Care	1471-1893		
197981039	Economics and Politics	0954-1985		
200299299	Journal of Planning Education and Research	0739-456X		http://jpe.sagepub.com/
203532909	Globalizations	1474-7731		
963215005	Archiv Fur Sozialgeschichte	0066-6505		
1003186178	Zeitschrift Des Deutschen Vereins Fur Kunstwissenschaft			
1027301186	Prolegomena	1333-4395		
2597242922	arXiv: Geophysics			
2736413211	Journal of Rehabilitation in Civil Engineering	2345-4423		
2736423211	In_Bo	2036-1602		
2736489685	Sociohistórica	1852-1606		
2736513533	CINEJ Cinema Journal	2158-8724		
2736776742	European Agrophysical Journal	2296-763X		
2736873519	Revista Brasileira de Geriatria e Gerontologia	1809-9823		
2737223030	Türk Beyin Damar Hastalıkları Dergisi	1301-1375		
2737500550	Scientia in Educatione	1804-7106		
2737752361	Revista de Filosofía y Teoría Política	0328-6223		
2737821890	Accounting Analysis Journal	2252-6765		
2737971661	International Journal of Education and Literacy Studies	2202-9478		
2737972079	South Asian Journal of Cancer	2278-330X		
2738171690	The Internet Journal of Allied Health Sciences & Practice			
2738284549	Revista de Filosofia Moderna e Contemporânea	2317-9570		
2738502765	Sociální Pedagogika	1805-8825		
2738760544	Vìsnik Dnìpropetrovsʹkogo Unìversitetu: Serìâ Bìologìâ, Medicina	2310-4155		
2738898797	International Journal of Interactive Multimedia and Artificial Intelligence	1989-1660		
2739228948	Revista UNIMAR	0120-4327		
2739361057	Jurnal Elemen	2442-4226		
2739395753	Ciencia Política	1909-230X		
2753998076	Bulletins et mémoires de la Société française d'ophtalmologie	0081-1092		
2754152790	MedGenMed : Medscape general medicine	1531-0132		
2754267487	Wiener Zeitschrift für innere Medizin und ihre Grenzgebiete	0043-5376		
2755206105	Japanese journal of public health	0546-1766		
2755647960	Boletín de la Asociación Médica de Puerto Rico	0004-4849		
2755727638	Rassegna di medicina industriale e di igiene del lavoro	0370-6249		
2756128827	Rehab management	0899-6237		
2756234224	Pennsylvania medical journal	0096-0667		
2764396993	Ecology and Future - Journal of Agricultural Science and Forest Science	1312-0751		
2764397785	Middle East Journal of Internal Medicine	1837-9060		
2764401795	Journal of statistical theory and practice	1559-8608		
2764435184	Houston Methodist DeBakey Cardiovascular Journal	1947-6108		
2764454675	Large Dam and Safety			
2764460092	LSE Research Online Documents on Economics			
2764476198	Advances in myocardiology	0270-4056		
2764489675	Archive of Clinical Cases	2360-6975		
2764493917	Migrantenrecht	0921-0237		
2764500985	Agriculture and Agricultural Science Procedia	2210-7843		
2764502678	Pharmacology and therapeutics in dentistry	0001-4389		
2764506352	Research publications - Association for Research in Nervous and Mental Disease	0091-7443		
2764525526	Journal of Professional Communication	1920-6852		
2764539676	Journal of Jilin Agricultural Science and Technology University			
2764560602	International journal of business strategy	1553-9563		
2764562402	Drive System Technique			
2764574657	West African journal of pharmacology and drug research	0303-691X		
2764579043	JTEKT engineering journal	1881-4085		
2764580912	Online Journal of Distance Learning Administration	1556-3847		
2764586401	Beijing Surveying and Mapping			
2764600129	International journal of comparative and applied criminal justice	0192-4036		
2764615363	Fungal Genetics Reports	1941-4765		
2764621118	Advances in human genetics	0065-275X		
2764639585	Sedimentary Geology and Tethyan Geology			
2764660675	Journal of Biomaterials and Nanobiotechnology	2158-7027		
2764669882	Journal of Pierre Fauchard Academy	0970-2199		
2764674714	The Scientific monthly	0096-3771		
2764681182	St. Mark's Review			
2764709026	The Paton Welding Journal			
2764714625	Transactions of the St. John's Hospital Dermatological Society	0036-2891		
2764726308	Indian Journal of Fertilisers	0973-1822		
2764732302	Journal of experimental medical sciences	0022-099X		
2764735047	Journal of modern medicine and health	1009-5519		
2764741518	International Journal of NanoScience and Nanotechnology			
2764741804	LHI journal of land, housing, and urban affairs			
2764745632	Journal of Science of Teachers' College and University			
2764746900	Iranian Journal of Watershed Management Science and Engineering			
2764748176	Chinese Journal of Disaster Medicine			
2764751568	Beijing Medical Journal			
2764772383	Japan Railway & Transport Review	1342-7512		
2764781188	Gynaecologia et perinatologia : journal for gynaecology, perinatology, reproductive medicine and ultrasonic diagnostics	1330-0091		
2764790502	Bulletin of the Kalmyk Institute for Humanities of the Russian Academy of Sciences			
2764808372	The Seton Hall Law Review	0586-5964		
2764816705	International Journal of Agriculture and Biosciences	2305-6622		
2764838636	The Mining and Materials Processing Institute of Japan			
2764853507	Communicating nursing research	0160-1652		
2764892346	Soundings: a journal of politics and culture	0038-1861		
2764892979	Computational Mechanics–New Frontiers for the New Millennium			
2764921799	International Journal of Safety and Security Engineering	2041-9031		
2764935688	International journal of Asian social science	2224-4441		
2764941175	Transactions of the Seismological Society of Japan			
2764958519	Neonatal, paediatric and child health nursing	1441-6638		
2764970530	Journal of the Shanghai Conservatory of Music			
2764970959	The Southern African Forestry Journal			
2764981954	Indian journal of earth sciences	0379-5128		
2764982658	Indian journal of mycology and plant pathology	0303-4097		
2764985184	The Plymouth Student Scientist	1754-2383		
2764986840	International Journal of Marketing and Technology	2249-1058		
2764996544	Linguistics and Literature Studies	2331-6438		
2764997145	International Review of Scottish Studies	1923-5755		
2765010933	The Official Journal of the Korean Academy of Kinesiology	2586-5595		
2765018649	Journal of quantitative economics	0971-1554		
2765019749	The Journal of Reading			
2765029049	Fire international	0015-2609		
2765040423	Interbull Bulletin	1011-6079		
2765042569	Biomedical Photonics	2413-9432		
2765052151	US-China Law Review	1548-6605		
2765052372	Control Engineering of China			
2765053596	Environmental quality and safety. Supplement	0340-4714		
2765056231	Journal of Shenyang Polytechnic University			
2765064152	Advances in Manufacturing Science and Technology	0137-4478		
2898370247	Nuclear and Particle Physics Proceedings	2405-6014		https://www.journals.elsevier.com/nuclear-and-particle-physics-proceedings
2898479668	Journal Européen des Urgences	0993-9857		https://www.sciencedirect.com/journal/journal-europeen-des-urgences
3035146599	Functional Linguistics			https://functionallinguistics.springeropen.com
3225087	Intelligence	0160-2896		http://www.elsevier.com/locate/issn/01602896
5191015	Química Nova	0100-4042		http://quimicanova.sbq.org.br/
5404450	Documents	0151-0827		
6153386	Disease Management	1093-507X		
15387528	COPD: Journal of Chronic Obstructive Pulmonary Disease	1541-2563		http://informahealthcare.com/loi/cop
17324590	Pure and Applied Mathematics Quarterly	1558-8599		
23813625	Journal of Plastic Reconstructive and Aesthetic Surgery	1748-6815		
29023064	Southeast Asian Affairs	1793-9135		
29098491	Psn-psychiatrie Sciences Humaines Neurosciences			
29875816	IEEE Transactions on Power Electronics	0885-8993		
30699777	Journal of World-Systems Research	1076-156X		http://www.jwsr.org/
31287845	Trinity Journal	0360-3032		http://www.trinj.com/
32973720	Global Biogeochemical Cycles	0886-6236		
33049603	International Journal of Sports Science & Coaching	1747-9541		
41010807	Curriculum Journal	0958-5176		
42123126	Radiation Oncology	1748-717X		
43656255	International Journal of Secure Software Engineering	1947-3036		
46862718	The Open Medical Imaging Journal			
49967189	Wireless Personal Communications	0929-6212		http://www.springer.com/engineering/signals/journal/11277
53860259	Annual Review of Biochemistry	0066-4154		http://www.annualreviews.org/journal/biochem
54187857	Bioimaging	0966-9051		
54386276	Canadian Journal on Aging-revue Canadienne Du Vieillissement			
54761077	Annual Reviews in Control	1367-5788		
58863014	Journal of The Society for Integrative Oncology	1715-894X		
60093453	Australian Psychologist	0005-0067		
61542342	Earth Interactions	1087-3562		http://www.earthinteractions.org/
63375804	The Open Microbiology Journal	1874-2858		
66559934	Skeletal Radiology	0364-2348		http://www.springer.com/medicine/radiology/journal/256
67069294	Applied Spectroscopy	0003-7028		http://www.opticsinfobase.org/as/home.cfm
74807774	Spixiana	0341-8391		
76925378	Pediatric Surgery International	0179-0358		
77092102	Acta Mathematicae Applicatae Sinica	0168-9673		http://www.springer.com/mathematics/applications/journal/10255
78224298	Journal of Computational Geometry	1920-180X		http://jocg.org/
80991962	NeuroRehabilitation	1053-8135		http://www.iospress.nl/journal/neurorehabilitation/
85012289	International Journal of Information and Computer Security	1744-1765		
92638048	Journal of Chemical Technology and Biotechnology. Biotechnology	0264-3421		
93798859	Foro Interno	1578-4576		http://revistas.ucm.es/index.php/FOIN
94642295	Journal of Cognitive and Behavioral Psychotherapies	1584-7101		
94721242	Journal of Evolutionary Psychology			
97264637	Edinburgh Mathematical Notes			
99792956	Papers in Meteorology and Geophysics	0031-126X		
101288035	Pure and Applied Optics: Journal of The European Optical Society Part A			
106174089	Geophysics	0016-8033		
106909380	Earth System Science Data	1866-3508		
108652070	Yearbook of Neurology and Neurosurgery			
113449754	Current Oncology	1198-0052		
114986954	Therapeutic Advances in Endocrinology and Metabolism	2042-0188		
121306099	Rivista Di Filosofia Neo-scolastica	0035-6247		
124442846	Russian Geology and Geophysics	1068-7971		
129236917	World Wide Web	1386-145X		
130737440	Social Science Information Studies	0143-6236		
131584251	Salud Colectiva	1669-2381		
133805587	Journal of The Japan Society of Material Cycles and Waste Management			
